"category","category_ko","order","emoji","unicode","name_ko","keywords_ko","emoji_version"
"smileys_people","사람과 몸","1","😀","1F600","활짝 웃는 얼굴","미소, 얼굴, 웃음, 스마일, 활짝 웃는 얼굴","1"
"smileys_people","사람과 몸","2","😃","1F603","눈을 크게 뜨고 웃는 얼굴","미소, 얼굴, 스마일, 입 벌리고 웃는 얼굴, 눈을 크게 뜨고 웃는 얼굴","0.6"
"smileys_people","사람과 몸","3","😄","1F604","미소 짓는 눈으로 활짝 웃는 얼굴","미소, 얼굴, 스마일, 입 벌리고 웃는 눈웃음 얼굴, 미소 짓는 눈으로 활짝 웃는 얼굴","0.6"
"smileys_people","사람과 몸","4","😁","1F601","미소 짓는 눈으로 웃는 얼굴","미소, 얼굴, 눈웃음, 스마일, 미소 짓는 눈으로 웃는 얼굴","0.6"
"smileys_people","사람과 몸","5","😆","1F606","눈 감고 웃는 얼굴","얼굴, 눈 감고 미소, 눈웃음짓는 얼굴, 입 벌리고 미소, 눈 감고 웃는 얼굴","0.6"
"smileys_people","사람과 몸","6","😅","1F605","웃고 있지만 당황한 얼굴","미소, 얼굴, 스마일, 식은땀, 웃는 얼굴, 땀 흘리며 웃는 얼굴, 웃고 있지만 당황한 얼굴","0.6"
"smileys_people","사람과 몸","7","🤣","1F923","바닥을 구르며 웃는 얼굴","바닥, 웃음, 구르기, 데굴데굴, 바닥을 구르며 웃는 얼굴","3"
"smileys_people","사람과 몸","8","😂","1F602","기쁨의 눈물을 흘리는 얼굴","기쁨, 눈물, 얼굴, 스마일, 기쁨의 눈물을 흘리는 얼굴","0.6"
"smileys_people","사람과 몸","9","🙂","1F642","살짝 미소 짓는 얼굴","미소, 얼굴, 살짝 미소 짓는 얼굴","1"
"smileys_people","사람과 몸","10","🙃","1F643","거꾸로 된 얼굴","얼굴, 뒤집힘, 위아래, 거꾸로 된 얼굴","1"
"smileys_people","사람과 몸","11","🫠","1FAE0","녹아 내리는 얼굴","녹아 내리는 얼굴","14"
"smileys_people","사람과 몸","12","😉","1F609","윙크하는 얼굴","얼굴, 윙크, 윙크하는 얼굴","0.6"
"smileys_people","사람과 몸","13","😊","1F60A","미소 짓는 눈으로 살짝 웃는 얼굴","미소, 얼굴, 눈웃음, 스마일, 웃는 얼굴, 미소 짓는 눈으로 살짝 웃는 얼굴","0.6"
"smileys_people","사람과 몸","14","😇","1F607","후광이 비치는 웃는 얼굴","미소, 얼굴, 스마일, 웃는 얼굴, 후광이 비치는 웃는 얼굴","1"
"smileys_people","사람과 몸","15","🥰","1F970","하트와 함께 웃는 얼굴","반한, 사랑하는, 사랑에 빠진, 하트와 함께 웃는 얼굴","11"
"smileys_people","사람과 몸","16","😍","1F60D","하트 뿅뿅 얼굴","사랑, 얼굴, 하트, 하트 눈 얼굴, 하트 뿅뿅 얼굴","0.6"
"smileys_people","사람과 몸","17","🤩","1F929","별 모양의 눈","별 눈, 반한 얼굴, 별 모양의 눈","5"
"smileys_people","사람과 몸","18","😘","1F618","키스를 날리는 얼굴","뽀뽀, 얼굴, 키스, 키스를 보내는 얼굴, 키스를 날리는 얼굴","0.6"
"smileys_people","사람과 몸","19","😗","1F617","입술을 내민 얼굴","뽀뽀, 얼굴, 키스, 키스하는 얼굴, 입술을 내민 얼굴","1"
"smileys_people","사람과 몸","20","☺️","263A-FE0F","웃음 짓는 얼굴","미소, 웃음, 스마일, 웃는 얼굴, 웃음 짓는 얼굴","0.6"
"smileys_people","사람과 몸","21","😚","1F61A","눈을 감은 채로 키스하는 얼굴","뽀뽀, 얼굴, 키스, 눈을 감은 채로 키스하는 얼굴","0.6"
"smileys_people","사람과 몸","22","😙","1F619","미소 짓는 눈으로 키스하는 얼굴","뽀뽀, 얼굴, 키스, 웃으면서 뽀뽀하는 얼굴, 웃으면서 입술을 내민 얼굴, 미소 짓는 눈으로 키스하는 얼굴","1"
"smileys_people","사람과 몸","23","🥲","1F972","눈물 흘리며 웃는 얼굴","감사, 긍지, 눈물, 미소, 안도, 눈물 흘리며 웃는 얼굴","13"
"smileys_people","사람과 몸","24","😋","1F60B","맛있는 음식을 음미하는 얼굴","얼굴, 맛있어, 맛있어하는 얼굴, 맛있는 음식을 음미하는 얼굴","0.6"
"smileys_people","사람과 몸","25","😛","1F61B","혀를 내민 얼굴","얼굴, 메롱하는 얼굴, 혀를 내민 얼굴","1"
"smileys_people","사람과 몸","26","😜","1F61C","윙크하면서 혀를 내민 얼굴","얼굴, 윙크하면서 메롱하는 얼굴, 윙크하면서 혀를 내민 얼굴","0.6"
"smileys_people","사람과 몸","27","🤪","1F92A","익살스러운 얼굴","괴짜, 괴짜 얼굴, 엉뚱한 얼굴, 익살스러운 얼굴","5"
"smileys_people","사람과 몸","28","😝","1F61D","눈을 감고 혀를 내민 얼굴","얼굴, 눈을 감고 메롱하는 얼굴, 눈을 감고 혀를 내민 얼굴","0.6"
"smileys_people","사람과 몸","29","🤑","1F911","돈 모양의 입이 있는 얼굴","돈, 입, 얼굴, 욕심, 탐욕, 돈 모양의 입이 있는 얼굴","1"
"smileys_people","사람과 몸","30","🤗","1F917","포옹하고 있는 얼굴","얼굴, 포옹, 환영, 반가워하는 얼굴, 포옹하고 있는 얼굴","1"
"smileys_people","사람과 몸","31","🤭","1F92D","손으로 입을 가린 얼굴","앗, 손으로 입을 가린 얼굴","5"
"smileys_people","사람과 몸","32","🫢","1FAE2","눈을 뜨고 손으로 입을 가린 얼굴","감탄, 당황, 놀라움, 서프라이즈, 믿기지 않음, 깜짝 놀란 열굴, 눈을 뜨고 손으로 입을 가린 얼굴","14"
"smileys_people","사람과 몸","33","🫣","1FAE3","한쪽 눈을 가리고 훔쳐보는 얼굴","매료됨, 훔쳐보기, 빤히 쳐다보기, 한쪽 눈을 가리고 훔쳐보는 얼굴","14"
"smileys_people","사람과 몸","34","🤫","1F92B","쉿 하는 얼굴","쉿, 조용, 쉿 하는 얼굴","5"
"smileys_people","사람과 몸","35","🤔","1F914","생각에 잠긴 얼굴","얼굴, 생각 중, 생각하는 얼굴, 생각에 잠긴 얼굴","1"
"smileys_people","사람과 몸","36","🫡","1FAE1","경례하는 얼굴","네, 응, 경례, 군대, 화창, 알았어, 경례하는 얼굴","14"
"smileys_people","사람과 몸","37","🤐","1F910","지퍼로 입을 잠근 얼굴","입, 비밀, 얼굴, 지퍼, 지퍼로 입을 잠근 얼굴","1"
"smileys_people","사람과 몸","38","🤨","1F928","눈썹을 치켜올린 얼굴","불신, 의심, 눈썹을 치켜올린 얼굴","5"
"smileys_people","사람과 몸","39","😐","1F610","덤덤한 얼굴","얼굴, 덤덤한 얼굴","0.7"
"smileys_people","사람과 몸","40","😑","1F611","표정 없는 얼굴","얼굴, 포커페이스, 무표정한 얼굴, 표정 없는 얼굴","1"
"smileys_people","사람과 몸","41","😶","1F636","입이 없는 얼굴","얼굴, 입 없음, 입이 없는 얼굴","1"
"smileys_people","사람과 몸","42","🫥","1FAE5","테두리가 점선으로 된 얼굴","숨기, 우울, 좌절, 내성적, 사라짐, 보이지 않음, 테두리가 점선으로 된 얼굴","14"
"smileys_people","사람과 몸","43","😶‍🌫️","1F636-200D-1F32B-FE0F","엉뚱한 생각에 잠긴 얼굴","멍, 멍함, 멍청한 얼굴, 안개 속 얼굴, 공상에 잠긴 얼굴, 엉뚱한 생각에 잠긴 얼굴","13.1"
"smileys_people","사람과 몸","44","😏","1F60F","히죽거리는 얼굴","히죽히죽, 웃는 얼굴, 히죽거리는 얼굴","0.6"
"smileys_people","사람과 몸","45","😒","1F612","재미 없어 하는 얼굴","얼굴, 지루함, 지루해하는 얼굴, 재미 없어 하는 얼굴","0.6"
"smileys_people","사람과 몸","46","🙄","1F644","눈을 굴리고 있는 얼굴","얼굴, 눈 굴리기, 눈을 굴리고 있는 얼굴","1"
"smileys_people","사람과 몸","47","😬","1F62C","찌푸린 얼굴","얼굴, 찡그림, 찌푸린 얼굴","1"
"smileys_people","사람과 몸","48","😮‍💨","1F62E-200D-1F4A8","날숨 쉬는 얼굴","날숨, 안도, 한숨, 속삭임, 휘파람, 날숨 쉬는 얼굴","13.1"
"smileys_people","사람과 몸","49","🤥","1F925","거짓말하는 얼굴","얼굴, 거짓말, 피노키오, 거짓말쟁이, 거짓말하는 얼굴","3"
"smileys_people","사람과 몸","50","🫨","1FAE8","요동치는 얼굴","얼굴, 지진, 충격, 요동침, 떨고 있음, 요동치는 얼굴","15"
"smileys_people","사람과 몸","51","🙂‍↔️","1F642-200D-2194-FE0F","고개를 흔들다","부정, 아니요, 도리도리, 고개를 흔들다","15.1"
"smileys_people","사람과 몸","52","🙂‍↕️","1F642-200D-2195-FE0F","고개를 끄덕이다","예, 긍정, 끄덕끄덕, 주억거리다, 고개를 끄덕이다","15.1"
"smileys_people","사람과 몸","53","😌","1F60C","안심한 얼굴","안도, 얼굴, 표정, 안심한 얼굴","0.6"
"smileys_people","사람과 몸","54","😔","1F614","수심에 찬 얼굴","낙담, 얼굴, 낙담한 얼굴, 수심 어린 얼굴, 수심에 찬 얼굴","0.6"
"smileys_people","사람과 몸","55","😪","1F62A","졸린 얼굴","얼굴, 졸림, 졸린 얼굴","0.6"
"smileys_people","사람과 몸","56","🤤","1F924","침 흘리는 얼굴","침, 얼굴, 주르륵, 침흘리기, 침 흘리는 얼굴","3"
"smileys_people","사람과 몸","57","😴","1F634","자고 있는 얼굴","얼굴, 졸고 있는 얼굴, 자고 있는 얼굴","1"
"smileys_people","사람과 몸","58","😷","1F637","마스크 낀 얼굴","감기, 얼굴, 황사, 마스크, 마스크 낀 얼굴","0.6"
"smileys_people","사람과 몸","59","🤒","1F912","체온계를 물고 있는 얼굴","병, 아픔, 얼굴, 체온계, 체온계를 물고 있는 얼굴","1"
"smileys_people","사람과 몸","60","🤕","1F915","머리에 붕대를 감은 얼굴","부상, 붕대, 상처, 얼굴, 머리에 붕대를 감은 얼굴","1"
"smileys_people","사람과 몸","61","🤢","1F922","구역질을 하는 얼굴","구토, 얼굴, 토하기, 속 울렁거림, 구역질을 하는 얼굴","3"
"smileys_people","사람과 몸","62","🤮","1F92E","토하는 얼굴","토, 토하는 얼굴","5"
"smileys_people","사람과 몸","63","🤧","1F927","재채기하는 얼굴","얼굴, 에취, 휴지, 재채기, 재채기하는 얼굴","3"
"smileys_people","사람과 몸","64","🥵","1F975","땀 흘리는","더운, 빨개진, 열나는, 더운 얼굴, 더위 먹은, 땀 흘리는","11"
"smileys_people","사람과 몸","65","🥶","1F976","새파랗게 질린","동상, 추운, 고드름, 얼어붙은, 추워하는 얼굴, 새파랗게 질린","11"
"smileys_people","사람과 몸","66","🥴","1F974","비뚤거리는 입","취한, 맛이 간, 어지러운, 헤롱거리는, 헤롱헤롱 얼굴, 비뚤거리는 입","11"
"smileys_people","사람과 몸","67","😵","1F635","어지러운 얼굴","얼굴, 어지러움, 어지러운 얼굴","0.6"
"smileys_people","사람과 몸","68","😵‍💫","1F635-200D-1F4AB","현기증 난 얼굴","현기증, 어지럼증, 나선형 눈, 현기증 난 얼굴","13.1"
"smileys_people","사람과 몸","69","🤯","1F92F","뚜껑 열린 머리","충격, 머리 폭발, 폭발하는 얼굴, 뚜껑 열린 머리","5"
"smileys_people","사람과 몸","70","🤠","1F920","카우보이 모자 쓴 얼굴","모자, 얼굴, 카우보이, 카우보이 모자 쓴 얼굴","3"
"smileys_people","사람과 몸","71","🥳","1F973","파티하는 얼굴","나팔, 축하, 파티, 고깔모자, 파티하는 얼굴","11"
"smileys_people","사람과 몸","72","🥸","1F978","변장한 얼굴","코, 가면, 변장, 안경, 얼굴, 변장한 얼굴","13"
"smileys_people","사람과 몸","73","😎","1F60E","선글라스 낀 얼굴","멋짐, 얼굴, 선글라스, 선글라스 낀 얼굴","1"
"smileys_people","사람과 몸","74","🤓","1F913","모범생 얼굴","괴짜, 얼굴, 모범생, 범생이, 공부벌레, 모범생 얼굴","1"
"smileys_people","사람과 몸","75","🧐","1F9D0","단안경을 쓴 얼굴","단안경을 쓴 얼굴","5"
"smileys_people","사람과 몸","76","😕","1F615","혼란스러워하는 얼굴","얼굴, 헷갈림, 혼란스러워하는 얼굴","1"
"smileys_people","사람과 몸","77","🫤","1FAE4","입이 한쪽으로 올라간 얼굴","별로, 실망, 의심, 확신이 없음, 입이 한쪽으로 올라간 얼굴","14"
"smileys_people","사람과 몸","78","😟","1F61F","걱정스러운 얼굴","걱정, 얼굴, 걱정스러운 얼굴","1"
"smileys_people","사람과 몸","79","🙁","1F641","살짝 찡그린 얼굴","얼굴, 찡그림, 살짝 찡그린 얼굴","1"
"smileys_people","사람과 몸","80","☹️","2639-FE0F","찡그린 얼굴","얼굴, 찡그림, 찡그린 얼굴","0.7"
"smileys_people","사람과 몸","81","😮","1F62E","입벌린 얼굴","얼굴, 입벌림, 입벌린 얼굴","1"
"smileys_people","사람과 몸","82","😯","1F62F","숨죽인 얼굴","얼굴, 숨죽임, 숨죽인 얼굴","1"
"smileys_people","사람과 몸","83","😲","1F632","깜짝 놀란 얼굴","얼굴, 충격, 놀라움, 놀란 얼굴, 깜짝 놀란 얼굴","0.6"
"smileys_people","사람과 몸","84","😳","1F633","달아오른 얼굴","얼굴, 붉힌 얼굴, 얼굴 붉힘, 상기된 얼굴, 달아오른 얼굴","0.6"
"smileys_people","사람과 몸","85","🥺","1F97A","자비를 구하는","애원하는, 글썽이는 눈, 애원하는 얼굴, 자비를 구하는","11"
"smileys_people","사람과 몸","86","🥹","1F979","눈물을 참는 얼굴","슬픔, 울음, 참음, 화난, 자랑스러움, 눈물을 참는 얼굴","14"
"smileys_people","사람과 몸","87","😦","1F626","입 벌리고 찌푸린 얼굴","얼굴, 찌푸린 얼굴, 입 벌리고 찌푸린 얼굴","1"
"smileys_people","사람과 몸","88","😧","1F627","괴로워하는 얼굴","얼굴, 괴로움, 괴로워하는 얼굴","1"
"smileys_people","사람과 몸","89","😨","1F628","공포에 가득찬 얼굴","공포, 얼굴, 두려움, 두려워하는 얼굴, 공포에 가득찬 얼굴","0.6"
"smileys_people","사람과 몸","90","😰","1F630","땀 흘리며 불안해하는 얼굴","얼굴, 식은땀, 땀 흘리며 불안해하는 얼굴","0.6"
"smileys_people","사람과 몸","91","😥","1F625","실망했지만 안도하는 얼굴","휴, 얼굴, 실망감, 안도감, 실망하는 얼굴, 실망했지만 안도하는 얼굴","0.6"
"smileys_people","사람과 몸","92","😢","1F622","우는 얼굴","눈물, 얼굴, 울음, 우는 얼굴","0.6"
"smileys_people","사람과 몸","93","😭","1F62D","엉엉 우는 얼굴","눈물, 얼굴, 대성통곡, 엉엉 우는 얼굴","0.6"
"smileys_people","사람과 몸","94","😱","1F631","공포에 절규하는 얼굴","공포, 비명, 얼굴, 소리 지르는 얼굴, 공포에 절규하는 얼굴","0.6"
"smileys_people","사람과 몸","95","😖","1F616","당혹한 얼굴","얼굴, 당혹함, 당혹한 얼굴","0.6"
"smileys_people","사람과 몸","96","😣","1F623","실수한 후 얼굴","얼굴, 얼빠짐, 참아내는 얼굴, 실수한 후 얼굴","0.6"
"smileys_people","사람과 몸","97","😞","1F61E","실망한 얼굴","실망, 얼굴, 실망한 얼굴","0.6"
"smileys_people","사람과 몸","98","😓","1F613","식은땀 흘리는 얼굴","얼굴, 식은땀, 식은땀 흘리는 얼굴","0.6"
"smileys_people","사람과 몸","99","😩","1F629","지친 얼굴","얼굴, 지침, 지친 얼굴","0.6"
"smileys_people","사람과 몸","100","😫","1F62B","피곤한 얼굴","얼굴, 피곤함, 피곤한 얼굴","0.6"
"smileys_people","사람과 몸","101","🥱","1F971","하품하는 얼굴","하품, 지루함, 피곤함, 하품하는 얼굴","12"
"smileys_people","사람과 몸","102","😤","1F624","화내며 씩씩거리는 얼굴","얼굴, 승리감, 이겼다, 화내며 씩씩거리는 얼굴","0.6"
"smileys_people","사람과 몸","103","😡","1F621","뾰로통한 얼굴","얼굴, 뾰로통함, 뾰로통한 얼굴","0.6"
"smileys_people","사람과 몸","104","😠","1F620","화난 얼굴","화, 분노, 얼굴, 화난 얼굴","0.6"
"smileys_people","사람과 몸","105","🤬","1F92C","욕하는 얼굴","욕, 욕하는 얼굴","5"
"smileys_people","사람과 몸","106","😈","1F608","머리에 뿔이 달린 웃는 얼굴","미소, 얼굴, 스마일, 웃는 얼굴, 머리에 뿔이 달린 웃는 얼굴","1"
"smileys_people","사람과 몸","107","👿","1F47F","머리에 뿔이 달린 화난 얼굴","꼬마 악마, 머리에 뿔이 달린 화난 얼굴","0.6"
"smileys_people","사람과 몸","108","💀","1F480","해골 바가지","해골, 해골 바가지","0.6"
"smileys_people","사람과 몸","109","☠️","2620-FE0F","해골과 뼈다귀","해골, 뼈다귀, 해골과 뼈다귀","1"
"smileys_people","사람과 몸","110","💩","1F4A9","똥무더기","똥, 똥무더기","0.6"
"smileys_people","사람과 몸","111","🤡","1F921","어릿광대 얼굴","광대, 얼굴, 어릿광대, 어릿광대 얼굴","3"
"smileys_people","사람과 몸","112","👹","1F479","도깨비 가면","가면, 도깨비, 도깨비 가면","0.6"
"smileys_people","사람과 몸","113","👺","1F47A","코주부 도깨비 가면","가면, 코주부 도깨비, 코주부 도깨비 가면","0.6"
"smileys_people","사람과 몸","114","👻","1F47B","고스트","유령, 귀신, 고스트","0.6"
"smileys_people","사람과 몸","115","👽","1F47D","에일리언","외계인, ufo, 왕눈이, 에일리언","0.6"
"smileys_people","사람과 몸","116","👾","1F47E","우주생명체","ufo, 몬스터, 외계인, 에일리언, 외계 괴물, 우주생명체","0.6"
"smileys_people","사람과 몸","117","🤖","1F916","로봇 얼굴","로봇, 얼굴, 로봇 얼굴","1"
"smileys_people","사람과 몸","118","😺","1F63A","입벌리고 활짝 웃는 고양이","고양이, 활짝 웃는 고양이 얼굴, 입벌리고 활짝 웃는 고양이","0.6"
"smileys_people","사람과 몸","119","😸","1F638","미소 짓는 눈으로 활짝 웃는 고양이 얼굴","고양이, 미소 짓는 눈으로 활짝 웃는 고양이 얼굴","0.6"
"smileys_people","사람과 몸","120","😹","1F639","기쁨의 눈물을 흘리는 고양이 얼굴","고양이, 기쁨의 눈물, 기뻐하면서 우는 고양이, 기쁨의 눈물을 흘리는 고양이 얼굴","0.6"
"smileys_people","사람과 몸","121","😻","1F63B","하트 눈 고양이 얼굴","고양이, 사랑에 빠진 고양이, 하트 눈 고양이 얼굴","0.6"
"smileys_people","사람과 몸","122","😼","1F63C","고소하다는 웃음 짓는 고양이","쌤통, 고양이, 썩소 짓는 고양이, 고소하다는 웃음 짓는 고양이","0.6"
"smileys_people","사람과 몸","123","😽","1F63D","눈 감고 뽀뽀하는 고양이","뽀뽀, 키스, 고양이, 키스하는 고양이 얼굴, 눈 감고 뽀뽀하는 고양이","0.6"
"smileys_people","사람과 몸","124","🙀","1F640","절규하는 고양이 얼굴","고양이, 맙소사, 절규하는 고양이 얼굴","0.6"
"smileys_people","사람과 몸","125","😿","1F63F","울고 있는 고양이 얼굴","훌쩍, 고양이, 울고 있는 고양이, 눈물 흘리는 고양이, 울고 있는 고양이 얼굴","0.6"
"smileys_people","사람과 몸","126","😾","1F63E","뾰로통한 고양이 얼굴","고양이, 토라짐, 뾰로통한 고양이 얼굴","0.6"
"smileys_people","사람과 몸","127","🙈","1F648","아무것도 안 보려는 원숭이","눈을 가리고 있는 원숭이, 손으로 눈을 가린 원숭이, 아무것도 안 보려는 원숭이","0.6"
"smileys_people","사람과 몸","128","🙉","1F649","아무것도 안 들리는 원숭이","귀를 막고 있는 원숭이, 손으로 귀를 가린 원숭이, 아무것도 안 들리는 원숭이","0.6"
"smileys_people","사람과 몸","129","🙊","1F64A","아무것도 말할 수 없는 원숭이","입을 막고 있는 원숭이, 손으로 입을 가린 원숭이, 아무것도 말할 수 없는 원숭이","0.6"
"smileys_people","사람과 몸","130","💌","1F48C","연애 편지","러브레터, 사랑 고백, 연애 편지","0.6"
"smileys_people","사람과 몸","131","💘","1F498","화살이 꽂힌 하트","사랑, 큐피드, 화살이 꽂힌 하트","0.6"
"smileys_people","사람과 몸","132","💝","1F49D","발렌타인 초콜렛 상자","리본, 사랑, 하트, 선물 상자, 리본 달린 하트, 발렌타인 초콜렛 상자","0.6"
"smileys_people","사람과 몸","133","💖","1F496","기쁨으로 가득찬 마음","사랑, 설렘, 두근거림, 빛나는 하트, 사랑의 기쁨, 기쁨으로 가득찬 마음","0.6"
"smileys_people","사람과 몸","134","💗","1F497","깊어지는 사랑","사랑, 커지는 하트, 커지는 마음, 깊어지는 마음, 깊어지는 사랑","0.6"
"smileys_people","사람과 몸","135","💓","1F493","두근거리는 마음","사랑, 두근두근, 떨리는 마음, 두근거리는 하트, 두근거리는 마음","0.6"
"smileys_people","사람과 몸","136","💞","1F49E","빙글빙글 하트","사랑, 하트, 귀여움, 사랑스러움, 회전하는 하트, 빙글빙글 하트","0.6"
"smileys_people","사람과 몸","137","💕","1F495","하트 두 개","사랑, 연인, 하트 두 개","0.6"
"smileys_people","사람과 몸","138","💟","1F49F","하트 장식","하트, 하트 장식","0.6"
"smileys_people","사람과 몸","139","❣️","2763-FE0F","하트 모양 느낌표","하트, 느낌표, 하트 모양 느낌표","1"
"smileys_people","사람과 몸","140","💔","1F494","이별의 아픔","결별, 이별, 헤어짐, 깨진 하트, 이별의 고통, 이별의 아픔","0.6"
"smileys_people","사람과 몸","141","❤️‍🔥","2764-FE0F-200D-1F525","불타는 사랑","마음, 사랑, 하트, 불 난 하트, 불타는 사랑","13.1"
"smileys_people","사람과 몸","142","❤️‍🩹","2764-FE0F-200D-1FA79","낫고 있는 하트","개선, 건강, 치유, 회복, 힐링, 낫고 있는 하트","13.1"
"smileys_people","사람과 몸","143","❤️","2764-FE0F","빨간색 하트","마음, 하트, 빨간색 하트","0.6"
"smileys_people","사람과 몸","144","🩷","1FA77","분홍색 하트","하트, 귀여움, 분홍색, 사랑해, 좋아해, 분홍색 하트","15"
"smileys_people","사람과 몸","145","🧡","1F9E1","주황색 하트","주황색 하트","5"
"smileys_people","사람과 몸","146","💛","1F49B","노란색 하트","사랑, 하트, 노란 하트, 노란색 하트","0.6"
"smileys_people","사람과 몸","147","💚","1F49A","초록색 하트","사랑, 하트, 녹색 하트, 초록색 하트","0.6"
"smileys_people","사람과 몸","148","💙","1F499","파란색 하트","사랑, 하트, 파란 하트, 파란색 하트","0.6"
"smileys_people","사람과 몸","149","🩵","1FA75","밝은 파란색 하트","푸른, 하트, 청록색, 밝은 파란색, 밝은 파란색 하트","15"
"smileys_people","사람과 몸","150","💜","1F49C","보라색 하트","사랑, 하트, 보라색 하트","0.6"
"smileys_people","사람과 몸","151","🤎","1F90E","갈색 하트","갈색, 하트, 갈색 하트","12"
"smileys_people","사람과 몸","152","🖤","1F5A4","검은색 하트","악, 검정, 블랙, 하트, 검은색 하트","3"
"smileys_people","사람과 몸","153","🩶","1FA76","슬레이트색","은색, 하트, 회색, 회색 하트, 슬레이트색","15"
"smileys_people","사람과 몸","154","🤍","1F90D","흰색 하트","하트, 흰색, 흰색 하트","12"
"smileys_people","사람과 몸","155","💋","1F48B","키스","쪽, 입술, 뽀뽀, 쪼옥, 키스","0.6"
"smileys_people","사람과 몸","156","💯","1F4AF","백점 표시","백점, 백점 표시","0.6"
"smileys_people","사람과 몸","157","💢","1F4A2","울컥","화, 화남, 울컥","0.6"
"smileys_people","사람과 몸","158","💥","1F4A5","충돌","꽝, 쾅, 충돌","0.6"
"smileys_people","사람과 몸","159","💫","1F4AB","어질어질","별, 띠용, 어지러움, 어질어질","0.6"
"smileys_people","사람과 몸","160","💦","1F4A6","삐질삐질","땀, 곤란, 당황, 삐질삐질","0.6"
"smileys_people","사람과 몸","161","💨","1F4A8","달려나감","슝, 후다닥, 달려나감","0.6"
"smileys_people","사람과 몸","162","🕳️","1F573-FE0F","검은 구멍","구멍, 검은 구멍","0.7"
"smileys_people","사람과 몸","163","💬","1F4AC","대화창","대화, 말풍선, 대화창","0.6"
"smileys_people","사람과 몸","164","👁️‍🗨️","1F441-FE0F-200D-1F5E8-FE0F","말풍선 속 눈","눈, 말풍선, 말풍선 속 눈","2"
"smileys_people","사람과 몸","165","🗨️","1F5E8-FE0F","왼쪽 말풍선","말, 말풍선, 왼쪽 말풍선","2"
"smileys_people","사람과 몸","166","🗯️","1F5EF-FE0F","화난 표현의 오른쪽 말풍선","화난, 말풍선, 화난 표현의 오른쪽 말풍선","0.7"
"smileys_people","사람과 몸","167","💭","1F4AD","생각 풍선","생각, 생각 풍선","1"
"smileys_people","사람과 몸","168","💤","1F4A4","자고 있음","졸림, 수면, 쿨쿨, 자고 있음","0.6"
"smileys_people","사람과 몸","169","👋","1F44B","흔드는 손","펼친 손, 흔드는 손","0.6"
"smileys_people","사람과 몸","170","🤚","1F91A","들어보이기","손등, 손바닥, 들어보이기","3"
"smileys_people","사람과 몸","171","🖐️","1F590-FE0F","쫙 편 손바닥","안녕, 인사, 손바닥, 쫙 편 손바닥","0.7"
"smileys_people","사람과 몸","172","✋","270B","보자기","보, 손바닥, 보자기","0.6"
"smileys_people","사람과 몸","173","🖖","1F596","벌칸식 인사","경례, 손 모양, 벌칸식 인사","1"
"smileys_people","사람과 몸","174","🫱","1FAF1","오른쪽으로 향하는 손등","손, 우측, 오른쪽, 우측 방향, 오른쪽 방향, 오른쪽으로 향하는 손등","14"
"smileys_people","사람과 몸","175","🫲","1FAF2","왼쪽으로 향하는 손바닥","손, 왼쪽, 좌측, 왼쪽 방향, 좌측 방향, 왼쪽으로 향하는 손바닥","14"
"smileys_people","사람과 몸","176","🫳","1FAF3","손바닥을 아래로 향한 손","물러나, 저리 가, 그만두라는 손, 손바닥을 아래로 향한 손","14"
"smileys_people","사람과 몸","177","🫴","1FAF4","손바닥을 위로 향한 손","잡기, 제안, 이리 와, 부르는 손, 손바닥을 위로 향한 손","14"
"smileys_people","사람과 몸","178","🫷","1FAF7","왼쪽으로 밀치는 손","거절, 그만, 기다려, 밀치기, 왼쪽 방향, 하이 파이브, 왼쪽으로 밀치는 손","15"
"smileys_people","사람과 몸","179","🫸","1FAF8","오른쪽으로 밀치는 손","거절, 그만, 기다려, 밀치기, 오른쪽 방향, 하이 파이브, 오른쪽으로 밀치는 손","15"
"smileys_people","사람과 몸","180","👌","1F44C","오케이를 표시한 손","돈, 오케이 신호, 오케이를 표시한 손","0.6"
"smileys_people","사람과 몸","181","🤌","1F90C","꼬집는 손가락","질문, 꼬집는, 손가락, 손동작, 빈정대는, 꼬집는 손가락","13"
"smileys_people","사람과 몸","182","🤏","1F90F","적은 양을 나타내는 손","꼬집는 손, 적은 양을 나타내는 손","12"
"smileys_people","사람과 몸","183","✌️","270C-FE0F","브이 표시","찌, 가위, 브이 표시","0.6"
"smileys_people","사람과 몸","184","🤞","1F91E","검지와 중지 크로스","검지, 교차, 중지, 손가락, 크로스, 검지와 중지 크로스","3"
"smileys_people","사람과 몸","185","🫰","1FAF0","엄지와 중지를 교차한 손","돈, 딱딱, 사랑, 하트, 너무 비싼, 엄지와 중지를 교차한 손","14"
"smileys_people","사람과 몸","186","🤟","1F91F","사랑을 표시하는 손","사랑해, 사랑 제스처, 사랑을 표시하는 손","5"
"smileys_people","사람과 몸","187","🤘","1F918","뿔 모양 손짓","힙합, 락 음악, 손 모양, 뿔 모양 손짓","1"
"smileys_people","사람과 몸","188","🤙","1F919","전화를 걸라는 손 모양","전화, 손가락, 손모양, 전화를 걸라는 손 모양","3"
"smileys_people","사람과 몸","189","👈","1F448","왼쪽을 가리키는 검지손가락","왼쪽, 검지손가락, 손가락 왼쪽으로, 왼쪽을 가리키는 손등, 손가락으로 왼쪽 가리키기, 왼쪽을 가리키는 검지손가락","0.6"
